row,sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:additionalInfo,matchScore,mappingStatus,equivalence,statusSetBy,statusSetOn,conceptId,conceptName,domainId,mappingType,comment,createdBy,createdOn,assignedReviewer,extra_eh,free_text_eh
,HIXVRAGENLIJSTEN_ZH00006168_ZH00000209,ism,2,,pT,0.7,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,35919020,pTis,Meas Value,MAPS TO,"ptism niet te vinden in athena. JB: idem als ptis",AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00006169_ZH00000203,x,148,,cT,0,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,35919629,cTX,Meas Value,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00006169_ZH00000209,x,2,,pT,0,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,35919862,pTX,Meas Value,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00006170_ZH00000204,0,502,,cN,0,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,35919626,cN0,Meas Value,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00006170_ZH00000211,0,170,,pN,0,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,35919637,pN0,Meas Value,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00006179_ZH00000211,0(sn),4,,pN,0.53,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,35919637,pN0,Meas Value,MAPS TO,mag dit ook naar pN0 gemapped worden? JB: ja,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00006180_ZH00000204,1,130,,cN,0,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,35919638,cN1,Meas Value,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00006180_ZH00000211,1,54,,pN,0,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,35919098,pN1,Meas Value,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00006181_ZH00000211,1(sn),2,,pN,0.54,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,35919098,pN1,Meas Value,MAPS TO,mag dit ook naar pN1 gemapped worden?,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00006182_ZH00000211,1a,2,,pN,1,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,35919353,pN1a,Meas Value,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00006184_ZH00000211,1b,4,,pN,1,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,35919928,pN1b,Meas Value,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00006190_ZH00000204,2,358,,cN,0,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,35919167,cN2,Meas Value,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00006190_ZH00000211,2,14,,pN,0,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,35919125,pN2,Meas Value,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00006191_ZH00000204,2a,2,,cN,1,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,35919391,cN2a,Meas Value,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00006192_ZH00000204,2b,6,,cN,1,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,35919474,cN2b,Meas Value,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00006192_ZH00000211,2b,2,,pN,1,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,35919152,pN2b,Meas Value,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00006194_ZH00000204,3,270,,cN,0,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,35919149,cN3,Meas Value,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00006198_ZH00000204,x,94,,cN,0,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,35919166,cNX,Meas Value,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00006198_ZH00000211,x,46,,pN,0,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,35919633,pNX,Meas Value,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00006199_ZH00000206,0,686,,cM,0,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,35919673,cM0,Meas Value,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00006204_ZH00000206,1,78,,cM,0,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,35919664,cM1,Meas Value,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00006204_ZH00000212,1,122,,pM,0,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,35919762,pM1,Meas Value,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00006205_ZH00000206,1a,128,,cM,1,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,35919321,cM1a,Meas Value,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00006205_ZH00000212,1a,18,,pM,1,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,35919199,pM1a,Meas Value,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00006206_ZH00000206,1b,108,,cM,1,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,35919223,cM1b,Meas Value,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00006206_ZH00000212,1b,18,,pM,1,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,35919922,pM1b,Meas Value,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00006207_ZH00000206,1c,352,,cM,0.5,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,35919795,cM1c,Meas Value,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00006207_ZH00000212,1c,42,,pM,0.5,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,35919359,pM1c,Meas Value,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00006210_ZH00000206,x,6,,cM,0,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,35919673,cM0,Meas Value,MAPS TO,CMX niet te vinden in athena,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00006210_ZH00000212,x,6,,pM,0,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,pMX category,Condition,MAPS TO,"pmx enkel te vinden als condition bij snomed JB: pM kan enkel 1 zijn of blanco. blanco = ",AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00006222_ZH00000214,1=Ann Arbor,4,,Andere classificatie,0.44,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,Ann Arbor Hodgkin's disease tumor staging system,Measurement,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00006225_ZH00000214,5=Clark,2,,Andere classificatie,0.27,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,Clark system for melanoma staging,Measurement,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00006227_ZH00000214,andere,20,,Andere classificatie,0.88,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,9177,Other,Observation,MAPS TO,,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00006285_ZH00001644,Behandeling van een patiënt met een recidief,118,,Reden Follow Up,0.36,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,No matching concept,Metadata,MAPS TO,LB: custom concepts?,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00006286_ZH00001644,Behandeling van een patiënt met een progressieve ziekte,644,,Reden Follow Up,0.18,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,No matching concept,Metadata,MAPS TO,LB: custom concepts?,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00006287_ZH00001644,De opvolging van een behandeling waarbij een objectieve noodzaak bestaat om de diagnose in vraag te stellen en/of de therapeutische planning aan te passen,730,,Reden Follow Up,0.17,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,No matching concept,Metadata,MAPS TO,"LB: custom concepts?",AZD DEMO USER,2021-12-23,ALL AZD USERS,,
,HIXVRAGENLIJSTEN_ZH00006288_ZH00001644,De opvolging van een behandeling waarbij een objectieve noodzaak bestaat om de therapeutische planning post-op aan te passen,184,,Reden Follow Up,0.2,APPROVED,REVIEWED,AZD DEMO USER,2021-12-23,0,No matching concept,Metadata,MAPS TO,LB: custom concepts?,AZD DEMO USER,2021-12-23,ALL AZD USERS,,
