source_code,source_term,modality,wise,last_date,source_frequency
RAD_0000005135_OT,WBCscan autologe merking SPECT/CT (LD CT) inj,Other,WBCscan autologe merking SPECT/CT (LD CT) inj - OT: 54; WBCscan autologe merking SPECT/CT (LD CT) inj - NM: 22,2020-05-11,54
RAD_0000005134_OT,WBCscan autologe merking SPECT/CT (LD CT) bloedafn,Other,WBCscan autologe merking SPECT/CT (LD CT) bloedafn - OT: 54; WBCscan autologe merking SPECT/CT (LD CT) bloedafn - NM: 22,2020-05-11,54
RAD_0000008737_CT,CT Sternoclaviculair gewricht,Computed Tomography,CT Sternoclaviculair gewricht - CT: 53,2023-03-09,54
RAD_1323_MG,PERITONEO,Mammography,PERITONEO - RF: 43; PERITONEO - PR: 1,2013-11-15,54
RAD_ZH00000524_US,Embolisatie pseudo-aneurysma,Ultra Sound,Embolisatie pseudo-aneurysma - US: 54; Embolisatie pseudo-aneurysma - XA: 27; Embolisatie pseudo-aneurysma - CT: 3,2023-02-28,54
RAD_0000005126_NM,Nierscintigrafie met DMSA pediatrie scan,Nuclear Medicine,Nierscintigrafie met DMSA pediatrie scan - NM: 52,2022-06-13,54
RAD_ZH00000383_MR,MR Plexus Brachialis Tumor,Magnetic Resonance,MR Plexus Brachialis Tumor - MR: 58,2023-02-14,54
RAD_ZH00000043_OT,CR Bekken Staand,Other,CR Bekken Staand - CR: 13943; CR Bekken Staand - OT: 21;  - CR: 4,2023-03-13,53
RAD_CS00000041_US,TEE - PFO / ASD / re-li shunt,Ultra Sound,TEE - PFO / ASD / re-li shunt - US: 69; TEE - PFO / ASD / re-li shunt - US: 3,2020-05-26,53
RAD_VBIM4_MG,vriescoupe + 4 immuno's,Mammography,not in wise,2011-10-25,53
RAD_1719_MG,CAROTIS + PERIFEER,Mammography,CAROTIS + PERIFEER - US: 53,2015-01-28,53
RAD_0000008532_CR,CR Arthro Enkel Links (CT),Computed Radiography,CR Arthro Enkel Links (CT) - CR: 51,2022-10-21,53
RAD_RISA_MG,Cysternografie,Mammography,Cysternografie - NM: 10,2015-04-14,53
RAD_T_PUBOSP_MG,Punctie borst met Spirotome,Mammography,not in wise,2017-10-24,52
RAD_PSCHCB_MG,Schildklierpunctie voor core biopt,Mammography,Schildklierpunctie voor core biopt - US: 2,2017-09-14,52
RAD_ZH00005406_MR,MR DBS,Magnetic Resonance,MR DBS - MR: 32; MR fMRI DBS - MR: 24;  - MR: 10,2023-02-14,52
RAD_ZH00005517_XA,VVI ICD-implantatie,X-Ray Angiography,VVI ICD-implantatie - XA: 3,2023-03-09,52
RAD_CAIM1_MG,Cytologie andere + 1x immuno,Mammography,not in wise,2011-09-26,52
RAD_KMSB_MG,Kleine Macroscopie + superbiopsie,Mammography,not in wise,2011-11-14,52
RAD_0000008533_CR,CR Arthro Enkel Rechts (CT),Computed Radiography,CR Arthro Enkel Rechts (CT) - CR: 48,2023-02-22,51
RAD_LAPSTERI_MG,Laparascopische sterilisatie,Mammography,not in wise,2015-08-11,51
RAD_CAVE-OLD_MG,CAVERNOSOGRAFIE,Mammography,not in wise,2000-11-17,51
RAD_T_MRFOS_MG,MRI Fossa Post,Mammography,not in wise,2017-12-28,51
RAD_SMGB_MG,Supermakroscopie + gewone biopsie,Mammography,not in wise,2011-10-25,51
RAD_T_EHUM_MG,Echo Humerus,Mammography,not in wise,2018-03-21,51
RAD_ZH00005115_CT,"CT AORTA - Eval. dissectie aortaboog (-,+,+)/EKG",Computed Tomography,"CT AORTA - Eval. dissectie aortaboog (-,+,+)/EKG - CT: 29; CT AORTA - Evaluatie dissectie aortaboog (+)/EKG - CT: 10; CT Evaluatie dissectie aortaboog (+)/EKG - CT: 7; CT AORTA - Eval. dissectie aortaboog (-,+,+)/EKG - CT: 4;  - CT: 1",2023-03-06,51
RAD_CSRB_MG,Echo R.Beeuwsaert,Mammography,Echo R.Beeuwsaert - US: 51,2012-09-12,51
RAD_ZH00000514_US,"Punctie Retroperitoneaal (bvb. Nier, ...)",Ultra Sound,"Punctie Retroperitoneaal (bvb. Nier, ...) - CT: 50; Punctie Retroperitoneaal (bvb. Nier, ...) - US: 43; Punctie Retroperitoneaal (bvb. Nier, ...) - XA: 15; Punctie Retroperitoneaal - CT: 7; Punctie Retroperitoneaal - US: 5",2023-02-16,50
RAD_0000008536_CR,CR Arthro Heup Rechts (CT),Computed Radiography,CR Arthro Heup Rechts (CT) - CR: 49,2023-03-14,50
RAD_0000008880_NM,Studie: niet ten laste van patiënt,Nuclear Medicine,Studie: niet ten laste van patiënt - NM: 70; Studie: niet ten laste van patiënt - DX: 50; Studie: niet ten laste van patiënt - CT: 13; Studie: niet ten laste van patiënt - OT: 1,2023-03-15,50
RAD_CBCWZ_MG,Conebeam cwz,Mammography,Conebeam cwz - CT: 50,2016-05-25,50
RAD_SM2_MG,Supermakroscopie 2x,Mammography,not in wise,2011-11-22,50
RAD_PICC_MG,PICC,Mammography,PICC - XA: 97; PICC - RF: 7; PICC - CR: 5,2017-09-25,50
RAD_ZH00000025_CR,CR Sterno-Claviculair Gewricht Rechts,Computed Radiography,CR Sterno-Claviculair Gewricht Rechts - CR: 40,2023-03-13,50
RAD_94_MG,biopsie + 4 x immuno,Mammography,not in wise,1999-06-24,50
RAD_T_DU2_MG,Duplex 2,Mammography,not in wise,2017-07-20,50
RAD_ZH00000163_CT,CT Abdomen Enterografie Crohn,Computed Tomography,CT Abdomen Enterografie Crohn - CT: 50,2023-02-28,50
RAD_ZH00000228_CT,CT Arthro Heup Rechts,Computed Tomography,CT Arthro Heup Rechts - CT: 49,2023-03-14,49
RAD_0000005125_NM,Nierscintigrafie met DMSA pediatrie inj,Nuclear Medicine,Nierscintigrafie met DMSA pediatrie inj - NM: 49; Nierscintigrafie met DMSA pediatrie inj - OT: 6,2023-02-28,49
RAD_PHEU_MG,Punctie heupgewricht,Mammography,Punctie heupgewricht - MR: 3; Punctie heupgewricht - US: 1; Punctie heupgewricht - CT: 1,2017-09-14,49
RAD_CS00000035_OT,48 uurs holter,Other,not in wise,2023-03-16,49
RAD_CLIP_MG,Clip Plaatsing,Mammography,Clip Plaatsing - MG: 21; Clip Plaatsing - US: 1; Clip Plaatsing - CR: 1,2017-07-24,49
RAD_0000008669_CT,CT Virtopsie ikv gerechtelijk onderzoek,Computed Tomography,CT Virtopsie ikv gerechtelijk onderzoek - CT: 53; CT Virtopsie - CT: 1,2023-01-27,49
RAD_ZH00000521_XA,Trombectomie,X-Ray Angiography,Trombectomie - XA: 48,2022-10-18,49
RAD_0000008560_MR,MR Milt,Magnetic Resonance,MR Milt - MR: 50,2023-03-02,49
RAD_ZH00005403_CT,CT TPS Abdomen,Computed Tomography,CT TPS Abdomen - CT: 49,2020-04-14,49
RAD_IVUS_MG,IVUS (intravasculaire ultrasound) ,Mammography,IVUS (intravasculaire ultrasound) - US: 28; IVUS (intravasculaire ultrasound) - IVUS: 17; IVUS (intravasculaire ultrasound) - XA: 4,2017-09-21,49
RAD_ZH00000507_US,Punctie Long,Ultra Sound,Punctie Long - CT: 524; Punctie Long - US: 46,2022-12-19,48
RAD_ZH00000290_US,Echo AC-Gewricht Links,Ultra Sound,Echo AC-Gewricht Links - US: 45,2023-02-27,48
RAD_LYSCSPCT_MG,LYSCan met SPECTCT-opnames,Mammography,LYSCan met SPECTCT-opnames - NM: 56; LYSCan met SPECTCT-opnames - CT: 1,2017-09-26,48
RAD_DICDIN_MG,DDD ICD-IMPLANTATIE,Mammography,DDD ICD-IMPLANTATIE - XA: 55,2017-09-25,48
RAD_ZH00000456_MR,MR Heup BilateraaL MARS,Magnetic Resonance,MR Heup BilateraaL MARS - MR: 49,2023-02-27,48
RAD_ZH00000504_CT,Punctie Bot ,Computed Tomography,Punctie Bot - CT: 49; Punctie Bot - US: 28; Punctie Bot - XA: 2,2023-03-02,48
RAD_ZH00005420_US,Echo hals (adhoc) D,Ultra Sound,Echo hals (adhoc) D - US: 56; Echo hals (adhoc) D - US: 3,2022-10-14,48
RAD_ZH00000061_CR,CR Kaakgewrichten,Computed Radiography,CR Kaakgewrichten - CR: 18,2023-02-17,48
RAD_WOND_MG,Wondhechting,Mammography,WONDHECHTING - CR: 7; WONDHECHTING - US: 1,2015-07-17,47
RAD_RIBBEN -_MG,Sternum,Mammography,not in wise,2010-12-28,47
RAD_ZH00000630_NM,Sentinel Borst (LDCT),Nuclear Medicine,Sentinel Borst SPECT/CT (low dose CT) - NM: 47,2020-09-01,47
RAD_0000008783_XA,C-boog Endoscopie,X-Ray Angiography,C-boog Endoscopie - XA: 193,2023-02-24,47
RAD_ZH00000231_CT,CT Arthro Enkel Links,Computed Tomography,CT Arthro Enkel Links - CT: 48,2022-10-21,47
RAD_T_MRAHWD_MG,MRI Angio Halsvaten,Mammography,not in wise,2018-03-19,47
RAD_ZH00005402_CT,CT TPS Thorax 4D,Computed Tomography,CT TPS Thorax 4D - CT: 47,2020-04-17,47
RAD_T_CSCHL_MG,CT Schouder Li,Mammography,not in wise,2018-04-16,46
RAD_T_EKNIE2_MG,Echo Knie Bilateraal,Mammography,not in wise,2017-12-11,46
RAD_ZH00000116_CR,CR Nefrostomogram Rechts,Computed Radiography,CR Nefrostomogram Rechts - CR: 44; CR Nefrostomogram Rechts - XA: 3,2023-01-24,46
RAD_ZH00005490_XA,DDD-ICD implantatie,X-Ray Angiography,DDD-ICD implantatie - XA: 2,2023-03-15,46
RAD_T_PUSCH_MG,Schildklierpunctie,Mammography,not in wise,2015-11-13,45
RAD_ZH00005457_US,Echo lidmaat (adhoc) D,Ultra Sound,Echo lidmaat (adhoc) D - US: 37; Echo lidmaat (adhoc) D - US: 24,2023-02-12,45
RAD_ECHOBOB_MG,Echo tractie-aspiratie/bead/monit,Mammography,Echo tractie-aspiratie/bead/monit - US: 5; Echo tractie-aspiratie/bead/monit - DX: 1,2017-09-01,45
RAD_ZH00000543_XA,Embolisatie Uterus,X-Ray Angiography,Embolisatie Uterus - XA: 45,2023-02-28,45
RAD_M97_MG,kl.macro + kl. micro + 3 immuno's,Mammography,not in wise,1999-06-14,45
RAD_CONSULT_MG,Consult,Mammography,not in wise,2017-09-18,45
RAD_KMGI2_MG,Kleine Macroscopie + gewone biopsie + 2 immuno's,Mammography,not in wise,2011-10-19,45
RAD_B1153_MG,VQ MET 2 TOMOS,Mammography,VQ MET 2 TOMOS - NM: 45,2015-09-29,45
RAD_9009_MG,FLEBOGRAFIE,Mammography,FLEBOGRAFIE - RF: 42; FLEBOGRAFIE - CR: 1,2015-09-22,45
RAD_0000008880_DX,Studie: niet ten laste van patiënt,Digital Radiography,Studie: niet ten laste van patiënt - NM: 70; Studie: niet ten laste van patiënt - DX: 50; Studie: niet ten laste van patiënt - CT: 13; Studie: niet ten laste van patiënt - OT: 1,2023-03-07,45
RAD_0000008676_MR,MR Voorarm Rechts,Magnetic Resonance,MR Voorarm Rechts - MR: 46,2023-01-18,45
RAD_1823_MG,CB-MFM,Mammography,CB-MFM - CT: 43; CB-MFM - (no value): 1,2015-10-06,44
RAD_0000005154_NM,Therapie I131 TB SPECT(LD) 100-150-200 mCi scan,Nuclear Medicine,Therapie I131 TB SPECT(LD) 100-150-200 mCi scan - NM: 38; Therapie I131 met TB SPECT(LD CT) 100-150 mCi scan - NM: 8,2023-01-30,44
RAD_DAR_MG,Diagn. arteriografie radiologie,Mammography,DILATATIE ARTERIA RENALIS - XA: 36; Diagn. arteriografie radiologie - XA: 8,2017-07-26,44
RAD_ZH00000332_MR,MR Angio A. Subclavia (TOS),Magnetic Resonance,MR Angio A. Subclavia (TOS) - MR: 40,2022-11-24,44
RAD_91_MG,biopsie + 1 x immuno,Mammography,not in wise,1999-06-15,44
RAD_FCTDWZ_MG,Facetinfiltratie DWZ,Mammography,Facetinfiltratie DWZ - CR: 38; Facetinfiltratie DWZ - RF: 4,2007-12-13,44
RAD_ZH00000232_CT,CT Arthro Enkel Rechts,Computed Tomography,CT Arthro Enkel Rechts - CT: 45,2023-02-22,44
RAD_PLUM_MG,Punctie lumbale,Mammography,Punctie lumbale - RF: 2; Punctie lumbaal - DX: 1,2017-09-01,43
RAD_ZH00005194_US,Echo urogenitaal (adhoc) E,Ultra Sound,Echo urogenitaal (adhoc) E - US: 48; Echo urogenitaal (adhoc) E - US: 1,2020-07-10,43
RAD_ZH00000668_NM,SPECT-CT Schouder Rechts,Nuclear Medicine,SPECT-CT Schouder Rechts - NM: 39,2023-02-02,42
RAD_ZH00005440_XA,Transjugulaire Leverbiopsie,X-Ray Angiography,Transjugulaire Leverbiopsie - XA: 34; Transjugulaire Leverbioptie - XA: 8,2023-02-08,42
RAD_SB2I5_MG,2 x superbiopsie + 5 immuno's,Mammography,not in wise,2011-05-26,42
RAD_ZH00000410_MR,MR Pancreas Non Coöperatief,Magnetic Resonance,MR Pancreas Non Coöperatief - MR: 41,2023-02-23,42
RAD_ZH00000024_CR,CR Sterno-Claviculair Gewricht Links,Computed Radiography,CR Sterno-Claviculair Gewricht Links - CR: 36,2023-01-11,42
RAD_ZH00000402_MR,MR MRCP Non coöperatief,Magnetic Resonance,MR MRCP Non coöperatief - MR: 41,2022-11-30,42
RAD_CA2V_MG,CA2V,Mammography,not in wise,1996-11-21,42
RAD_ZH00000113_CR,CR Urethrografie,Computed Radiography,CR Urethrografie - CR: 41,2023-02-14,42
RAD_LAPADNEX_MG,Laparascopie voor adnexectomie,Mammography,Laparascopie voor adnexectomie - ES: 41,2015-07-03,42
RAD_0000008506_NM,Whole body met SPECT inj,Nuclear Medicine,Whole body met SPECT inj - NM: 44; Whole body met SPECT inj - OT: 20,2023-03-10,42
RAD_T_CSCHR_MG,CT Schouder Re,Mammography,not in wise,2018-03-30,42
RAD_0000008535_CR,CR Arthro Heup Links (CT),Computed Radiography,CR Arthro Heup Links (CT) - CR: 36,2022-12-16,41
RAD_T_CPOLL_MG,CT Pols Li,Mammography,not in wise,2018-03-16,41
RAD_ZH00000246_CT,Conebeam Hand Rechts,Computed Tomography,Conebeam Hand Rechts - CT: 39,2023-01-20,41
RAD_AAVN_MG,ABLATIE AVRT (WPW) + NARCOSE,Mammography,ABLATIE AVRT (WPW) + NARCOSE - XA: 43; ABLATIE AVRT (WPW) + NARCOSE - OT: 1,2017-06-21,41
RAD_KMD3I2_MG,KMD3I2,Mammography,not in wise,2011-08-19,40
RAD_0000008812_US,Nierbiopsie NEF (adhoc) D,Ultra Sound,Nierbiopsie NEF (adhoc) D - US: 29; Nierbiopsie NEF (adhoc) D - US: 29,2023-03-14,40
RAD_AATCN_MG,ABLATIE LINKER ATRIALE TACHYCARDIE CARTO + NARCOSE,Mammography,ABLATIE LINKER ATRIALE TACHYCARDIE CARTO + NARCOSE - XA: 40; ABLATIE LINKER ATRIALE TACHYCARDIE CARTO + NARCOSE - OT: 2,2017-09-06,40
RAD_CAR4-OLD_MG,UNIL-FPS-C,Mammography,not in wise,2001-01-25,40
RAD_BE_MG,BoneXpert,Mammography,BoneXpert - CR: 47; bekken - RF: 14,2017-08-30,40
RAD_ZH00000372_MR,MR Spectroscopie,Magnetic Resonance,MR Spectroscopie - MR: 40,2023-03-08,40
RAD_GB2I4_MG,Gewone biopsie 2x + 4 immuno's,Mammography,not in wise,2011-09-20,40
RAD_ZH00000452_MR,MR Pols Arthritis Rechts,Magnetic Resonance,MR Pols Arthritis Rechts - MR: 40,2023-03-10,40
RAD_T_CBVOER_MG,CBCT Voet Rechts,Mammography,not in wise,2016-05-25,40
RAD_ZH00000492_MR,MR Pediatrie Hypofyse,Magnetic Resonance,MR Pediatrie Hypofyse - MR: 40,2023-01-24,40
RAD_DUPLEXAB_MG,Duplex abdomen / Tx / pelvis,Mammography,Duplex abdomen / Tx / pelvis - US: 39,2014-07-30,39
RAD_XO_MG,Xofigo,Mammography,not in wise,2017-09-25,39
RAD_ZH00005520_XA,VVI-pacemakerimpantatie,X-Ray Angiography,VVI-pacemakerimpantatie - XA: 1,2023-01-19,39
RAD_T_CVOEL_MG,CT Voet Li,Mammography,not in wise,2018-03-16,39
RAD_0000008530_CR,CR Arthro Elleboog Links (CT),Computed Radiography,CR Arthro Elleboog Links (CT) - CR: 39,2023-02-03,39
RAD_FLEBOGRA_MG,A.JODI,Mammography,not in wise,2011-03-15,39
RAD_FISTULOG_MG,KL,Mammography,not in wise,2011-03-14,39
RAD_ZH00000642_NM,Therapie I131  ambulant,Nuclear Medicine,Therapie I131  ambulant - OT: 62; Therapie I131  ambulant - NM: 39,2023-03-15,39
RAD_ZH00005245_US,duplex controle veneus OL/B,Ultra Sound,duplex controle veneus OL/B - US: 42; duplex controle veneus OL/B - US: 1,2022-12-13,39
RAD_ZH00000366_MR,MR Craniale Zenuwen - Nervus Trochlearis,Magnetic Resonance,MR Craniale Zenuwen - Nervus Trochlearis - MR: 32,2023-02-15,39
RAD_T_CENKL_MG,CT Enkel Li,Mammography,not in wise,2018-04-09,39
RAD_AVTCN_MG,ABLATIE VENTRICULAIRE TACHYCARDIE (CARTO) + NARCOS,Mammography,ABLATIE VENTRICULAIRE TACHYCARDIE (CARTO) + NARCOSE - XA: 42,2017-09-13,38
RAD_CA2IM4_MG,Cytologie andere 2x + 4x immuno,Mammography,not in wise,2011-10-31,38
RAD_102_MG,vriescoupe + 2 controles,Mammography,not in wise,1999-05-28,38
RAD_CAV3_MG,Bil-fp-v new,Mammography,Bil-fp-v new - RF: 15; Bil-fp-v new - XA: 3,2016-09-06,38
RAD_ZH00005413_US,Ascites punctie (adhoc),Ultra Sound,Ascites punctie (adhoc) - US: 64,2020-07-07,38
RAD_T_MRNIER_MG,MRI Nieren,Mammography,not in wise,2016-11-14,38
RAD_TEL1_MG,TELERX SCHEDEL 1CL,Mammography,not in wise,2003-08-29,38
RAD_ZH00000223_CT,CT Arthro Elleboog Links,Computed Tomography,CT Arthro Elleboog Links - CT: 39,2023-02-03,38
RAD_0000008771_MR,MR Whole Body Myeloom/Prostaat/Botmetastasen,Magnetic Resonance,MR Whole Body - MR: 25; MR Whole Body Myeloom/Prostaat/Botmetastasen - MR: 14,2023-02-28,38
RAD_T_CDWZ+_MG,CT Dorsaal +,Mammography,not in wise,2018-04-09,38
RAD_HYSPOL_MG,Op hysterscopie + poliepectomie of myomectomie,Mammography,Op hysterscopie + poliepectomie of myomectomie - ES: 38,2015-10-12,38
RAD_0000008673_XA,CRT ICD implantatie + narcose,X-Ray Angiography,not in wise,2023-03-13,38
RAD_NMR CERV_MG,NMR CERVICALE OF,Mammography,not in wise,2008-12-29,38
RAD_ZH00000058_CR,CR MFM / Orbita Links,Computed Radiography,CR MFM / Orbita Links - CR: 15,2022-12-15,38
RAD_CAR5_MG,Bil-fp,Mammography,Bil-fp new - RF: 10; Bil-fp new - XA: 1,2016-11-04,38
RAD_ZH00005038_ECG,ICD controle,Electrocardiography,not in wise,2022-11-15,37
RAD_ZH00005246_US,diagnostische pleurapunctie,Ultra Sound,diagnostische pleurapunctie - US: 43; diagnostische pleurapunctie - US: 11,2023-02-02,37
RAD_ZH00005109_CT,"CT HART - Aortaklep calcificaties (-,+)/EKG",Computed Tomography,"CT Evaluatie aortaklep calcificaties (-,+)/EKG - CT: 20; CT HART - Aortaklep calcificaties (-,+)/EKG - CT: 17",2021-06-24,37
RAD_1591_MG,PUNCTIE LEVER,Mammography,PUNCTIE LEVER - RF: 2,2015-07-01,37
RAD_ZH00000245_CT,Conebeam Hand Links,Computed Tomography,Conebeam Hand Links - CT: 34,2023-02-08,37
RAD_T_CL8BA_MG,ColonB,Mammography,not in wise,2018-04-13,37
RAD_0000008802_US,Duplex-Dopler A/V Onderste Led. + Echo Abdomen,Ultra Sound,Duplex-Dopler A/V Onderste Led. + Echo Abdomen - US: 37,2023-03-09,37
RAD_INFWBC_MG,"WBCscan, autologe merking",Mammography,"WBCscan, autologe merking - NM: 35",2017-03-10,37
RAD_PFON_MG,PFO-SLUITING + NARCOSE,Mammography,PFO-SLUITING + NARCOSE - XA: 40; PFO-SLUITING + NARCOSE - US: 1,2017-09-01,36
RAD_CHSO_MG,Cholangio via sonde,Mammography,CHOLANGIO VIA SOND - RF: 19; CHOLANGIO VIA SOND - CR: 2; CHOLANGIO VIA SOND - XA: 1; Cholangio via sonde - RF: 1,2017-08-31,36
RAD_BSP_MG,Botscan SPECT,Mammography,Botscan SPECT - NM: 2; Botscan SPECT - CR: 1; SpectCT - CR: 1,2016-09-22,36
RAD_ECHO TRA_MG,ECHO TRANSVAGINAAL,Mammography,not in wise,2011-03-24,36
RAD_ZH00000539_XA,Pre-SIRT,X-Ray Angiography,Pre-SIRT - XA: 38,2023-03-14,36
RAD_0000008710_NM,Nierscintigrafie met DMSA SPECT/CT (LDCT) inj,Nuclear Medicine,Nierscintigrafie met DMSA SPECT/CT (LDCT) inj - NM: 40,2023-03-14,36
RAD_ZH00000499_US,Punctie - Vacuumgeassisteerd Borst op Echo + Clip,Ultra Sound,Punctie - Vacuumgeassisteerd Borst op Echo + Clip - US: 25; Punctie Borst Vacuumbiopsie onder Echo - US: 2; Punctie Borst Vacora onder Echo - US: 1,2022-12-02,36
RAD_SB2I6_MG,2 x superbiopsie + 6 immuno's,Mammography,not in wise,2011-09-30,36
RAD_DUSA_MG,Duplex controle arterieel letsel,Mammography,Duplex controle arterieel letsel - US: 16; Duplex specifiek arterieel - US: 15; duplex specifiek arterieel - US: 3,2017-04-18,36
RAD_ZH00000647_NM,Xofigo Therapie en consultatie,Nuclear Medicine,Xofigo Therapie en consultatie - OT: 57; Xofigo Therapie en consultatie - NM: 35,2023-03-14,36
RAD_N7680_MG,POORTKATHETER,Mammography,not in wise,2015-09-30,36
RAD_0000008675_MR,MR Voorarm Links,Magnetic Resonance,MR Voorarm Links - MR: 35,2023-02-06,36
RAD_T_CCWZ+_MG,CT Cervicaal +,Mammography,not in wise,2018-04-13,36
RAD_VPMV_MG,VVI_PACEMAKER-VERVANGING,Mammography,VVI_PACEMAKER-VERVANGING - XA: 23; VVI_PACEMAKER-VERVANGING - SR: 11; VVI_PACEMAKER-VERVANGING - OT: 8,2017-09-18,36
RAD_1510_MG,AORTA + BENEN,Mammography,AORTA + BENEN - RF: 32,2015-09-30,36
RAD_T_MRPLBR_MG,MRI Plexus Brachialis,Mammography,not in wise,2018-03-30,35
RAD_CS00000274_XA,0. Functieonderzoek t.b.v. HCK,X-Ray Angiography,Functieonderzoek t.b.v. HCK - XA: 22; Functieonderzoek t.b.v. HCK - MG: 1,2022-09-30,35
RAD_0000008733_MG,MA Operatiestuk (zonder voorafgaande mammo),Mammography,MA Operatiestuk (zonder voorafgaande mammo) - MG: 34; MA Operatiestuk (zonder voorafgaande mammo) - US: 1,2023-03-14,35
RAD_513_MG,1 VC + 3 x immuno,Mammography,not in wise,1999-03-15,35
RAD_ABDS_MG,Abdomen Studie aortaverkalking,Mammography,not in wise,2004-11-25,35
RAD_VA_MG,Vasculaire Acces,Mammography,Vasculaire Acces - US: 35,2015-11-26,35
RAD_ZH00000489_MR,MR Pediatrie Hersenen Neonaat <3mnd,Magnetic Resonance,MR Pediatrie Hersenen Neonaat <3mnd - MR: 36,2023-01-20,35
RAD_ZH00000227_CT,CT Arthro Heup Links,Computed Tomography,CT Arthro Heup Links - CT: 35,2022-12-16,35
RAD_CS00000195_EMG,SSEP onderste extremiteiten,Electromyography,not in wise,2023-02-20,35
RAD_ZH00000666_NM,SPECT-CT Sacro-Illiacale Gewrichten,Nuclear Medicine,SPECT-CT Sacro-Illiacale Gewrichten - NM: 30,2023-02-01,35
RAD_INFWBCCT_MG,"WBCscan, autologe merking, low CT",Mammography,"WBCscan, autologe merking, low CT - NM: 42",2017-09-26,35
RAD_T_PUR1_MG,Biopsie retroperitoneaal +,Mammography,not in wise,2017-04-18,34
RAD_B1169_MG,DATSCAN,Mammography,DATSCAN - NM: 34,2015-09-24,34
RAD_T_CNIER_MG,CT NIEREN,Mammography,not in wise,2007-10-18,34
RAD_VERT-OLD_MG,VERTEBRALIS 1 OF 2,Mammography,not in wise,2001-04-12,34
RAD_ZH00005504_XA,Lead revisie,X-Ray Angiography,not in wise,2023-02-10,34
RAD_T_PUAS_MG,Ascitespunctie,Mammography,not in wise,2018-03-20,34
RAD_AVKFCRN_MG,ABLATIE VKF (CRYO) + NARCOSE,Mammography,ABLATIE VKF (CRYO) + NARCOSE - XA: 33; ABLATIE VKF (CRYO) + NARCOSE - SR: 1,2017-08-23,34
RAD_T_EVOET2_MG,Echo Voet Bilateraal,Mammography,not in wise,2018-02-13,34
RAD_COC_MG,COC,Mammography,RX Coccyx - CR: 31; RX Coccyx - DX: 9,1997-11-14,34
RAD_ZH00000104_CR,CR Fistulografie,Computed Radiography,CR Fistulografie - CR: 33; CR Fistulografie - XA: 9,2023-02-22,34
RAD_ZH00000377_MR,MR Orbita Neuritus Optica,Magnetic Resonance,MR Orbita Neuritus Optica - MR: 33,2022-10-31,34
RAD_CAV3-OLD_MG,BIL-FP-V,Mammography,not in wise,2001-03-21,34
RAD_ZH00000037_OT,CR Knie Trauma (F-P-3/4) Rechts,Other,CR Knie 4 Opnames Rechts - CR: 4754; CR Knie Trauma (F-P-3/4) Rechts - CR: 3080; CR Knie 4 Opnames Rechts - OT: 19;  - CR: 2; CR Knie Trauma (F-P-3/4) Rechts - OT: 1,2023-01-06,33
RAD_ZH00000353_MR,MR Hersenen Sinustrombose - (zwanger),Magnetic Resonance,MR Hersenen Sinustrombose - (zwanger) - MR: 30,2023-02-22,33
RAD_TARTR_MG,Arthrografie TIELT,Mammography,Arthrografie TIELT - CR: 29; Arthrografie TIELT - RF: 4,2014-07-24,33
RAD_ZH00005077_OT,Schildklier I123/Bijschildklier Tc99m MIBI inj,Other,Schildklier I123/Bijschildklier Tc99m MIBI inj - NM: 67; Schildklier I123/Bijschildklier Tc99m MIBI inj - OT: 34,2020-06-10,33
RAD_ZH00000667_NM,SPECT-CT Schouder Links,Nuclear Medicine,SPECT-CT Schouder Links - NM: 28,2023-03-10,33
RAD_ZH00005553_XA,LAA Closure + TEE + narcose,X-Ray Angiography,not in wise,2023-03-14,33
RAD_EMBN_MG,EMBOLISATIE NEURO,Mammography,EMBOLISATIE NEURO - RF: 7,2015-11-05,32
RAD_ZH00000404_MR,MR Bijnieren Standaard + Angio,Magnetic Resonance,MR Bijnieren Standaard + Angio - MR: 33,2022-09-29,32
RAD_HSCOPIE_MG,Hysteroscopie,Mammography,Hysteroscopie - ES: 32,2015-03-06,32
RAD_0000008563_XA,Punctie Drainage Abces,X-Ray Angiography,Punctie Drainage Abces - US: 362; Punctie Drainage Abces - CT: 74; Punctie Drainage Abces - XA: 31,2023-03-15,32
RAD_PNIE_MG,Punctie nier,Mammography,Punctie nier - CT: 2,2017-09-07,32
RAD_ZH00000237_CT,Conebeam Stomatologie,Computed Tomography,Conebeam Stomatologie - CT: 32,2023-03-09,32
RAD_1PTCA2_MG,1 TIJDS PTCA 2 OF MR TAKKEN,Mammography,1 TIJDS PTCA 2 OF MR TAKKEN - XA: 38,2017-08-18,32
RAD_VERT_MG,Vertebralis 1 of 2,Mammography,Vertebralis 1 of 2 new - RF: 14; Vertebralis 1 of 2 new - XA: 2,2017-07-04,32
RAD_DUPL LED_MG,DUPL LEDEM + AND STR,Mammography,not in wise,2010-09-22,32
RAD_ZH00000251_CT,Conebeam Voet Links,Computed Tomography,Conebeam Voet Links - CT: 29,2022-08-10,32
RAD_T_AAA_MG,Aortaboog,Mammography,not in wise,2009-04-17,32
RAD_ZH00000338_MR,MR Cardio Pericarditis,Magnetic Resonance,MR Cardio Pericarditis - MR: 34,2023-03-06,32
RAD_T_CBSCH_MG,CBCT Schedel,Mammography,not in wise,2017-02-24,32
RAD_PERI_MG,PERICARDPUNCTIE,Mammography,PERICARDPUNCTIE - XA: 40,2017-08-16,32
